"age","balance","day","duration","job","marital","y"
"37","569","6","126","admin.","single","no"
"38","0","6","59","housemaid","married","no"
"48","3754","6","249","admin.","married","no"
"55","6920","6","406","housemaid","divorced","no"
"59","307","6","250","services","married","no"
"37","-421","6","183","technician","married","no"
"33","60","6","190","blue-collar","divorced","no"
"44","67","6","220","blue-collar","married","no"
"57","402","6","153","technician","married","no"
"30","800","6","95","self-employed","single","no"
"42","239","6","191","technician","married","no"
"51","421","6","216","blue-collar","divorced","no"
"44","161","7","89","admin.","divorced","no"
"46","289","7","51","technician","married","no"
"29","110","7","169","student","single","no"
"39","245","7","148","blue-collar","married","no"
"42","0","7","132","services","married","no"
"50","156","7","117","blue-collar","married","no"
"42","0","7","275","technician","single","no"
"39","20","7","124","admin.","married","no"
"55","92","7","118","technician","single","no"
"46","89","7","479","services","married","no"
"42","166","7","285","blue-collar","married","no"
"45","103","7","35","management","married","no"
"43","-454","7","322","blue-collar","married","no"
"42","445","7","202","admin.","married","no"
"30","4","7","172","admin.","married","no"
"47","1001","7","201","blue-collar","married","no"
"51","-69","7","216","services","divorced","no"
"38","42","7","195","technician","single","no"
"57","1617","7","96","technician","married","no"
"42","221","7","720","management","divorced","no"
"32","210","7","188","technician","divorced","no"
"46","0","7","70","management","married","no"
"29","185","7","141","student","single","no"
"59","836","7","106","retired","married","no"
"32","301","7","395","blue-collar","single","no"
"44","503","7","629","blue-collar","married","no"
"40","407","7","502","retired","married","no"
"31","53","7","446","blue-collar","single","no"
"46","2303","7","241","self-employed","married","no"
"43","144","7","131","management","married","no"
"34","205","7","312","services","married","no"
"39","305","7","275","management","married","no"
"30","251","7","120","blue-collar","divorced","no"
"56","0","7","333","retired","married","no"
"29","8","7","113","technician","married","no"
"40","139","7","91","blue-collar","divorced","no"
"36","184","7","128","services","married","no"
"37","238","7","200","blue-collar","single","no"
"35","0","7","326","admin.","married","no"
"35","0","7","292","blue-collar","married","no"
"47","222","7","68","services","married","no"
"31","414","7","215","services","married","no"
"56","223","7","97","retired","single","no"
"57","197","7","32","technician","married","no"
"36","-251","7","162","blue-collar","married","no"
"45","-139","7","152","self-employed","divorced","no"
"47","733","7","268","blue-collar","married","no"
"29","0","7","104","technician","single","no"
"57","1","7","852","services","married","no"
"45","97","7","923","blue-collar","married","no"
"31","435","7","159","blue-collar","single","no"
"31","0","7","953","management","divorced","no"
"37","147","7","416","technician","single","no"
"30","3","7","174","technician","single","no"
"58","1109","7","180","services","divorced","no"
"33","404","7","139","services","married","no"
"39","981","7","294","blue-collar","married","no"
"33","95","7","102","blue-collar","single","no"
"34","302","7","124","services","married","no"
"36","-290","7","128","services","divorced","no"
"37","259","7","130","services","single","no"
"35","527","7","143","blue-collar","married","no"
"55","102","7","74","retired","married","no"
"34","872","7","105","management","single","no"
"40","490","7","477","management","divorced","no"
"42","19","7","158","blue-collar","single","no"
"37","16","7","250","blue-collar","married","no"
"42","386","7","168","management","married","no"
"35","539","7","520","technician","single","no"
"44","-329","7","171","technician","divorced","no"
"30","-174","7","113","services","single","no"
"45","68","7","254","entrepreneur","married","no"
"35","-532","7","149","blue-collar","single","no"
"36","0","7","133","admin.","divorced","no"
"49","64","7","293","blue-collar","married","no"
"31","1415","7","485","blue-collar","single","no"
"31","147","7","374","technician","single","no"
"39","72","7","425","blue-collar","married","no"
"37","-196","7","207","services","single","no"
"33","716","7","83","blue-collar","married","no"
"37","0","7","228","management","married","no"
"42","-246","7","149","services","married","no"
"56","-203","7","139","blue-collar","married","no"
"37","245","7","732","admin.","single","yes"
"36","342","7","142","services","single","no"
"29","3","7","359","technician","single","no"
"54","-248","7","112","management","married","no"
"38","376","7","1521","blue-collar","married","no"
"43","370","7","216","blue-collar","divorced","no"
"47","594","7","161","admin.","single","no"
"47","387","7","122","blue-collar","married","no"
"38","208","7","800","services","married","no"
"40","563","7","615","blue-collar","married","no"
"33","392","7","254","services","divorced","no"
"33","165","7","111","retired","married","no"
"53","236","7","354","admin.","divorced","no"
"37","52","7","359","services","married","no"
"40","1265","7","97","management","single","no"
"37","693","7","327","blue-collar","married","no"
"35","118","7","236","technician","married","no"
"49","3659","7","160","blue-collar","married","no"
"26","24","7","180","blue-collar","single","no"
"38","673","7","184","management","single","no"
"52","273","7","227","self-employed","married","no"
"33","327","7","109","services","divorced","no"
"31","299","7","492","admin.","single","no"
"32","0","7","298","blue-collar","married","no"
"35","109","7","83","blue-collar","single","no"
"55","552","7","241","management","divorced","no"
"32","473","7","204","blue-collar","divorced","no"
"37","414","7","131","unknown","single","no"
"45","154","7","1138","blue-collar","married","yes"
"31","344","7","123","technician","married","no"
"38","8","7","125","admin.","married","no"
"37","78","7","295","services","married","no"
"38","266","7","287","blue-collar","married","no"
"33","98","7","109","housemaid","married","no"
"38","83","7","140","blue-collar","married","no"
"37","45","7","204","management","single","no"
"29","8","7","233","unemployed","married","no"
"42","263","7","254","management","married","no"
"40","306","7","184","blue-collar","married","no"
"32","233","7","193","management","married","no"
"47","447","7","126","management","divorced","no"
"29","872","7","230","student","single","no"
"53","-291","7","591","services","divorced","yes"
"31","309","7","294","services","married","no"
"59","202","7","173","blue-collar","married","no"
"29","56","7","336","entrepreneur","married","no"
"59","229","7","19","blue-collar","married","no"
"44","143","7","153","blue-collar","married","no"
"38","100","7","786","admin.","single","yes"
"49","326","7","99","admin.","married","no"
"43","167","7","243","blue-collar","married","no"
"52","545","7","260","admin.","single","no"
"40","2100","7","164","admin.","married","no"
"32","0","7","255","services","married","no"
"47","192","7","47","admin.","married","no"
"33","442","7","463","management","married","no"
"35","267","7","192","management","married","no"
"27","0","7","388","services","single","no"
"50","377","7","221","blue-collar","married","no"
"44","7624","7","126","retired","married","no"
"43","66","7","175","self-employed","married","no"
"51","37","7","256","blue-collar","married","no"
"32","64","7","202","admin.","single","no"
"47","34","7","104","management","divorced","no"
"34","627","7","283","admin.","divorced","no"
"57","1013","7","448","self-employed","married","no"
"43","140","7","127","admin.","single","no"
"40","8823","7","378","services","single","no"
"28","97","7","67","blue-collar","single","no"
"38","5","7","221","blue-collar","married","no"
"37","74","7","150","unemployed","divorced","no"
"44","58544","7","144","admin.","married","no"
"41","169","7","296","technician","married","no"
"37","444","7","401","self-employed","married","no"
"30","542","7","435","services","single","no"
"32","-205","7","388","blue-collar","married","no"
"30","112","7","245","management","single","no"
"35","39","7","143","services","married","no"
"55","1268","7","223","blue-collar","married","no"
"52","-98","7","423","blue-collar","married","no"
"33","44","7","231","admin.","married","no"
"55","-90","7","634","retired","married","no"
"33","0","7","107","blue-collar","married","no"
"40","-94","7","227","blue-collar","married","no"
"39","-345","7","69","blue-collar","married","no"
"54","-932","7","799","blue-collar","married","no"
"39","20","7","109","blue-collar","married","no"
"49","90","7","127","blue-collar","married","no"
"52","31","7","120","admin.","married","no"
"27","134","7","68","management","single","no"
"26","0","7","180","services","married","no"
"40","61","7","112","blue-collar","married","no"
"47","-5","7","444","blue-collar","married","no"
"31","-45","7","246","services","single","no"
"53","156","7","259","blue-collar","single","no"
"31","564","7","223","services","married","no"
"33","-6","7","566","admin.","married","no"
"35","528","7","274","services","married","no"
"46","1481","7","49","entrepreneur","married","no"
"31","2019","7","380","management","married","no"
"35","1855","7","138","technician","single","no"
"29","147","7","376","management","married","no"
"51","220","7","421","technician","married","no"
"33","198","7","121","blue-collar","married","no"
"37","115","7","36","management","married","no"
"43","87","7","328","admin.","single","no"
"42","644","7","19","technician","married","no"
"28","225","7","866","blue-collar","married","no"
"57","502","7","229","retired","married","no"
"38","-32","7","154","services","married","no"
"39","106","7","56","blue-collar","married","no"
"36","301","7","1581","technician","married","no"
"57","906","7","117","retired","married","no"
"44","187","7","185","management","married","no"
"48","852","7","202","services","divorced","no"
"46","143","7","279","blue-collar","married","no"
"43","71","7","180","admin.","married","no"
"49","1496","7","218","services","married","no"
"29","703","7","129","services","single","no"
"53","732","7","530","blue-collar","married","no"
"30","21","7","104","services","single","no"
"41","276","7","60","management","divorced","no"
"33","0","7","432","technician","married","no"
"47","550","7","113","blue-collar","married","no"
"58","268","7","516","retired","married","no"
"31","-825","7","179","unemployed","married","no"
"38","137","7","125","admin.","single","no"
"60","42","7","386","retired","married","no"
"33","54","7","262","management","single","no"
"33","1716","7","396","unemployed","single","no"
"52","270","7","294","admin.","married","no"
"42","803","7","171","blue-collar","married","no"
"30","102","7","614","technician","single","no"
"33","188","7","118","entrepreneur","divorced","no"
"46","207","7","485","admin.","divorced","no"
"51","1466","7","406","blue-collar","married","no"
"40","350","7","287","unemployed","single","no"
"50","159","7","216","admin.","married","no"
"42","157","7","650","entrepreneur","married","no"
"38","0","7","55","technician","married","no"
"36","91","7","371","admin.","single","no"
"37","849","7","166","unemployed","divorced","no"
"33","436","7","48","management","married","no"
"38","-1","7","72","blue-collar","single","no"
"52","297","7","55","blue-collar","married","no"
"29","313","7","144","blue-collar","married","no"
"37","310","7","474","blue-collar","married","no"
"34","475","7","559","admin.","married","no"
"43","61","7","261","blue-collar","married","no"
"49","1377","7","1101","services","married","no"
"33","56","7","236","technician","single","no"
"47","0","7","164","admin.","married","no"
